## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT /home/mwaldherr/Paper_RicaWaldherr_2025/analysis_cutnrun/results/bowtie2/mm10_sorted/IgG_controls/CnR-20241114-CD8--Ly108--T-WT-IgG-rep1_RmBlacklist_sorted.bam --OUTPUT /home/mwaldherr/Paper_RicaWaldherr_2025/analysis_cutnrun/results/bowtie2/mm10_sorted/IgG_controls/CnR-20241114-CD8--Ly108--T-WT-IgG-rep1_RmBlacklist_sorted_rmDup.bam --METRICS_FILE /home/mwaldherr/Paper_RicaWaldherr_2025/analysis_cutnrun/results/bowtie2/mm10_sorted/picard_summary/CnR-20241114-CD8--Ly108--T-WT-IgG-rep1_RmBlacklist_picard_rmDup.txt --REMOVE_DUPLICATES true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_DUP_STRATEGY FLOW_QUALITY_SUM_STRATEGY --FLOW_USE_END_IN_UNPAIRED_READS false --FLOW_USE_UNPAIRED_CLIPPED_END false --FLOW_UNPAIRED_END_UNCERTAINTY 0 --FLOW_UNPAIRED_START_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Mar 04 15:24:52 CET 2025

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib	0	6037189	0	2285106	0	2803515	467356	0.464374	4612442

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.041086	1657484	0	1813860
2.0	1.322303	846186	326747	829124
3.0	1.398266	420855	51598	370701
4.0	1.418784	187777	9191	145569
5.0	1.424327	76431	1859	51055
6.0	1.425824	28970	365	16193
7.0	1.426229	10204	68	4734
8.0	1.426338	3437	21	1310
9.0	1.426367	1157	3	365
10.0	1.426375	397	0	109
11.0	1.426377	127	0	49
12.0	1.426378	42	0	17
13.0	1.426378	34	0	19
14.0	1.426378	8	0	9
15.0	1.426378	12	0	12
16.0	1.426378	6	0	6
17.0	1.426378	7	0	5
18.0	1.426378	4	0	1
19.0	1.426378	1	0	3
20.0	1.426378	6	0	6
21.0	1.426378	2	0	1
22.0	1.426378	1	0	1
23.0	1.426378	2	0	1
24.0	1.426378	0	0	1
25.0	1.426378	1	0	0
26.0	1.426378	0	0	1
27.0	1.426378	1	0	1
28.0	1.426378	0	0	1
29.0	1.426378	2	0	0
30.0	1.426378	1	0	1
31.0	1.426378	0	0	0
32.0	1.426378	0	0	1
33.0	1.426378	0	0	1
34.0	1.426378	1	0	0
35.0	1.426378	0	0	0
36.0	1.426378	1	0	0
37.0	1.426378	0	0	0
38.0	1.426378	0	0	0
39.0	1.426378	0	0	0
40.0	1.426378	0	0	0
41.0	1.426378	0	0	0
42.0	1.426378	0	0	0
43.0	1.426378	0	0	0
44.0	1.426378	0	0	0
45.0	1.426378	0	0	0
46.0	1.426378	0	0	0
47.0	1.426378	0	0	0
48.0	1.426378	0	0	0
49.0	1.426378	0	0	0
50.0	1.426378	0	0	1
51.0	1.426378	0	0	0
52.0	1.426378	0	0	0
53.0	1.426378	1	0	0
54.0	1.426378	0	0	0
55.0	1.426378	0	0	0
56.0	1.426378	0	0	0
57.0	1.426378	0	0	0
58.0	1.426378	0	0	0
59.0	1.426378	0	0	0
60.0	1.426378	0	0	0
61.0	1.426378	0	0	0
62.0	1.426378	0	0	0
63.0	1.426378	0	0	0
64.0	1.426378	0	0	0
65.0	1.426378	0	0	0
66.0	1.426378	0	0	0
67.0	1.426378	0	0	0
68.0	1.426378	0	0	0
69.0	1.426378	0	0	0
70.0	1.426378	0	0	0
71.0	1.426378	0	0	0
72.0	1.426378	0	0	0
73.0	1.426378	0	0	0
74.0	1.426378	0	0	0
75.0	1.426378	0	0	0
76.0	1.426378	0	0	0
77.0	1.426378	0	0	0
78.0	1.426378	0	0	0
79.0	1.426378	0	0	0
80.0	1.426378	0	0	0
81.0	1.426378	0	0	0
82.0	1.426378	0	0	0
83.0	1.426378	0	0	1
84.0	1.426378	0	0	0
85.0	1.426378	0	0	0
86.0	1.426378	1	0	0
87.0	1.426378	0	0	0
88.0	1.426378	0	0	0
89.0	1.426378	0	0	0
90.0	1.426378	0	0	0
91.0	1.426378	0	0	0
92.0	1.426378	0	0	0
93.0	1.426378	0	0	0
94.0	1.426378	0	0	0
95.0	1.426378	0	0	0
96.0	1.426378	0	0	0
